quote,class,good_or_bad
كي تصبح سيدا ينبغي أن تعمل خادمًا.,التواضعُ,0
يستحيل الوقوف في هذا العالم دون الانحناء أحيانًا.,التواضعُ,0
الإفراط في التواضع يجلب لك المذلة.,التواضعُ,0
حقيقٌ بالتواضعِ من يَموتُ.. ويكفي المرءَ من دُنْياهُ قوتُ فيا هذا سترحلُ عن قريبٍ.. إِلى قومٍ كلامُهمُ سكوتُ.,التواضعُ,0
التواضع.. أن تخضع للحق وتنقاد له، وتقبل الحق من كل من تسمعه له.,التواضعُ,0
تعلمت الصمت من الثرثار، والاجتهاد من الكسلان، والتواضع من المتكبر، والغريب أني لا أقر بفضل هؤلاء المعلمين.,التواضعُ,0
الشريف إذا نودي تواضع، والوضيع إذا نودي تكبر.,التواضعُ,0
أفضل الناس من تواضع عن رفعة وعفا عن قدرة وأنصف عن قوة.,التواضعُ,0
إذا احتاج اللئيم تواضع وتقرب، وإذا استغنى تجبر وتكبر.,التواضعُ,0
دِنْ بالتواضُعِ والاخْباتِ محتسبًا.. تفقْ علاءً على أهلِ السياداتِ فالتربُ لما غدا للرجلِ متطئًا.. تمسحَ الناسُ منه في العباداتِ.,التواضعُ,0
ضع فخرك، واحطط كبرك، واذكر قبرك، فإن عليه ممرك.,التواضعُ,0
أقوال عن التواضع,التواضعُ,0
أقوال في التواضع,التواضعُ,0
إنّ كلّ فضيلة تدمر ذاتها إذا خلت من التواضع.,التواضعُ,0
تعجبني معاشرة الناس البسيطة الذين لا يفتخرون بشيء في هذه الحياة سوى بأخلاقهم، لا يهمهم في هذه الحياة الدنيا إلا الابتسامة والتواضع.,التواضعُ,0
لا يتواضع إلا من كان واثقًا بنفسه ولا يتكبر إلا من كان عالمًا بنقصه.,التواضعُ,0
بقدر ما يكون مقام المرء رفيعاً بقدر ما يتعين عليه أن يبدو متواضعاً.,التواضعُ,0
الأمور التي تعرفها تعادل في حجمها حفنة الرمل التي في يدك، أمّا الأمور التي لا تعرفها تعادل في حجمها حجم الكون.,التواضعُ,0
التواضع هو سر النجاح ومحبة الناس.,التواضعُ,0
ولا تمشِ فوقَ الأرضِ إلا تَواضُعاً فكم تحتَها قومٌ همُ منك أرفع، فإِن كنتَ في عزٍ وخيرٍ ومنعةٍ فكم ماتَ من قومٍ منك أمنعُ.,التواضعُ,0
تواضع للحق تكن أعقل الناس.,التواضعُ,0
التواضع الحقيقي هو أبو كل الفضائل.,التواضعُ,0
ندنو من العظمة بقدر ما ندنو من التواضع.,التواضعُ,0
من التواضع أن يشرب الرجل من سؤر أخيه.,التواضعُ,0
لكل شيء مطية ومطية العلم التواضع.,التواضعُ,0
لا يتكبر إلا كل وضيع، ولا يتواضع إلا كل رفيع.,التواضعُ,0
كلما ارتفع الشريف تواضع، وكلما ارتفع الوضيع تكبر.,التواضعُ,0
التواضع اجتلاب المجد واكتساب الود.,التواضعُ,0
لا حسب كالتواضع ولا شرف كالعلم.,التواضعُ,0
من لم يتواضع عند نفسه، لم يرتفع عند غيره.,التواضعُ,0
ثمرة القناعة الراحة، وثمرة التواضع المحبة.,التواضعُ,0
إذا سئل الشريف تواضع، وإذا سئل الوضيع تكبر.,التواضعُ,0
ضع فخرك، واحطط كبرك، واذكر قبرك، فإن عليه ممرك.,التواضعُ,0
أرفعُ الناس قدراً من لا يرى قدرَه، وأكبر النّاس فضلاً من لا يرى فضلَه.,التواضعُ,0
ألن جانبك لقومك يحبوك، وتواضع لهم يرفعوك، وابسط لهم يدك يطيعوك.,التواضعُ,0
يمكن للإنسان أن يصعد أعلى القمم، لكن لا يمكنه البقاء فيها طويلاً.,التواضعُ,0
كلما كبرت السنبلة انحنت وكلما تعمق العالم تواضع.,التواضعُ,0
أي الرجال أفضل؟ قال: من تواضع عن قدرة، وزهد عن رغبة، وترك النصرة عن قوة.,التواضعُ,0
أدركتُ أنه لا شيء يستطيع أن يحقن في أوردتك جرعاتٍ من الود العميق تجاه إنسان، كما يفعل سلوك (التواضع)، والتصرف بعفوية وبساطة، بعيداً عن مكياج (الأهمية) الكاذب، والادعاء، والتصنّع، وربما الشعور المُبتذل بالعظمة.,التواضعُ,0
احبس ثلاثاً بثلاث؛ الكبر بالتواضع والحرص بالقناعة والحسد بالنصيحة.,التواضعُ,0
من يتكلم دون تواضع سيجد صعوبة في جعل كلماته مسموعة.,التواضعُ,0
لا شيء أحلى من الثبات على الرأي إلّا الرجوع إلى ما هوَ خير منه.,التواضعُ,0
إن اللين في القوة الرائعة أقوى من القوة نفسها، لأنه يظهر لك موضع الرحمة فيها والتواضع في الجمال أحسن من الجمال، لأنه ينفي الغرور عنه.,التواضعُ,0
إذا احتاج اللئيم تواضع وتقرب، وإذا استغنى تجبر وتكبر.,التواضعُ,0
لا ترفع سعرك فتُردّ إلى قيمتك ألم ترى أن من طأطأ رأسه للسقف أظله وأكنه، وأن من تمادى برأسه شجه السقف.,التواضعُ,0
حكم وأمثال عن الأخلاق,التواصي بالخيرُ,0
أقوال وحكم عن الأخلاق,التواصي بالخيرُ,0
إذا أردت أن تطاع فأمر بما يستطاع.,التواصي بالخيرُ,0
في سعة الأخلاق كنوز الأرزاق.,التواصي بالخيرُ,0
إذا المرء لم يدنس من اللؤم عرضه فكل رداء يرتديه جميل.,التواصي بالخيرُ,0
لا يمكن للإنسان أن يصبح عالماً قبل أن يكون إنساناً.,التواصي بالخيرُ,0
إذا أنتَ أكرمت الكريم مَلكته وإن أنتَ أكرمتَ اللئيم تمردا.,التواصي بالخيرُ,0
شيئان ما إنفكا يثيران في نفسي الإعجاب والاحترام: السماء ذات النجوم من فوقي، وسمو الأخلاق في نفسي.,التواصي بالخيرُ,0
كفى المرء فضلاً أن تُعَدَّ معايبه.,التواصي بالخيرُ,0
تنكشف الأخلاق في ساعة الشدّة.,التواصي بالخيرُ,0
اذا لم تستحي فافعل ما تشاء.,التواصي بالخيرُ,0
الخلوق مَن إذا مَدحته خجل وإذا هجوته سكت.,التواصي بالخيرُ,0
أطهر الناس أعراقاً أحسنهم أخلاقاً.,التواصي بالخيرُ,0
لا مروؤة لكذوب، ولا ورع لسيء الخلق.,التواصي بالخيرُ,0
أعرف الناس بالله أرضاهم بما قسم الله له.,التواصي بالخيرُ,0
إِذا بيئة الإِنسان يوماً تغيَّرت .. فأخلاقُه طِبقاً لها تتغير.,التواصي بالخيرُ,0
اعفُ عما أغضبك لما أرضاك.,التواصي بالخيرُ,0
تواضع عن رفعة، وازهد عن حكمة، وأنصف عن قوّة، وإعفُ عن قدرة.,التواصي بالخيرُ,0
أفضل الجود العطاء قبل الموعد.,التواصي بالخيرُ,0
ما قرن شيء إلى شيء أفضل من إخلاص إلى تقوى، ومن حلم إلى علم، ومِن صدق إلى عمل، فهي زينة الأخلاق ومَنبت الفضائل.,التواصي بالخيرُ,0
الأقربون أولى بالمعروف.,التواصي بالخيرُ,0
الخلوق صدوق، والعنيف ضعيف، والأصيل نبيل والحليم حكيم، والشريف عفيف.,التواصي بالخيرُ,0
الْبِشْرَ دال على الكرم.,التواصي بالخيرُ,0
حسن الخلق أحد مراكب النجاة.,التواصي بالخيرُ,0
التكبر على المتكبر تواضع.,التواصي بالخيرُ,0
أدنى أخلاق الشريف كتمان سره، وأعلى أخلاقه نسيان ما أسر له.,التواصي بالخيرُ,0
التواضع من مصائد الشرف.,التواصي بالخيرُ,0
إذا أردت أن تعرف أخلاق رجل فضع في يده سلطة ثم أنظر كيف يتصرف.,التواصي بالخيرُ,0
الجودة من الموجودة.,التواصي بالخيرُ,0
الحر تكفيه الإشارة.,التواصي بالخيرُ,0
الحِلْمُ سيد الأخلاق.,التواصي بالخيرُ,0
الدال على الخير كفاعله.,التواصي بالخيرُ,0
الرفق بالجاني عتاب.,التواصي بالخيرُ,0
الشريف إذا تَقَوَّى تواضع والوضيع إذا تَقَوَّى تكبر.,التواصي بالخيرُ,0
الصدق دليل التقوى.,التواصي بالخيرُ,0
الصدق يحسن بالفتى والكذب يحسب من عيوبه.,التواصي بالخيرُ,0
الضحك بلا سبب مِن قلّة الأدب.,التواصي بالخيرُ,0
العِتاب خير من الحقد.,التواصي بالخيرُ,0
العِتاب صابون القلب.,التواصي بالخيرُ,0
العفّة جيش لا يُهزم.,التواصي بالخيرُ,0
العفو عند المقدرة.,التواصي بالخيرُ,0
العفو يصلح الكريم ويفسد اللئيم.,التواصي بالخيرُ,0
الغنى في يد اللئيم قبيح قدر قبح الكريم في الإملاق.,التواصي بالخيرُ,0
الفضل ما شهدت به الأعداء.,التواصي بالخيرُ,0
القدوة الحسنة خير من النصيحة.,التواصي بالخيرُ,0
القدوة الحسنة خير من الوصية.,التواصي بالخيرُ,0
القناعة كنز لا يفنى.,التواصي بالخيرُ,0
الكذب داء والصدق دواء.,التواصي بالخيرُ,0
الكريم من أكرم الأحرار.,التواصي بالخيرُ,0
الكريم يظلم من فوقه واللئيم يظلم من تحته.,التواصي بالخيرُ,0
المؤمن كالنحلة تأكل طيباً وتضع طيباً.,التواصي بالخيرُ,0
المرء بالأخلاق يسمو ذكره.,التواصي بالخيرُ,0
النظافة من الإيمان.,التواصي بالخيرُ,0
النعمة عروس مهرها الشكر.,التواصي بالخيرُ,0
الوعد سحاب والإنجاز مطره.,التواصي بالخيرُ,0
أملك الناس لنفسه من كتم سره.,التواصي بالخيرُ,0
إن الله يحب معالي الأمور ويبغض سفاسفها.,التواصي بالخيرُ,0
إن المقْدِرة تُذْهِبَ الحفيظة.,التواصي بالخيرُ,0
المرء بأصغريه: قلبه ولسانه.,التواصي بالخيرُ,0
إنما سُمِّيتَ هانئاً لتهنأ.,التواصي بالخيرُ,0
إنه نسيج وحده.,التواصي بالخيرُ,0
أولى الناس بالعفو أقدرهم على العقوبة.,التواصي بالخيرُ,0
إياك وما يعتذر منه.,التواصي بالخيرُ,0
بِشْرُ الكريم في وجهه يلوح.,التواصي بالخيرُ,0
بيت المحسن عمار.,التواصي بالخيرُ,0
تاج المروءة التواضع.,التواصي بالخيرُ,0
ترك الذنب أيسر من الاعتذار.,التواصي بالخيرُ,0
تمام الصدق الإخبار بما تحمله العقول.,التواصي بالخيرُ,0
تناسَ مساوئ الاخوان يدم لك وُدُّهُمْ.,التواصي بالخيرُ,0
حُسْنُ الخلق خير قرين.,التواصي بالخيرُ,0
حُسْنُ الخلق يذيب الخطايا كما تذيب الشمس الجليد.,التواصي بالخيرُ,0
حُسْنُ الخلق يوجب المودة.,التواصي بالخيرُ,0
حق من كتب بمسك أن يختم بعنبر.,التواصي بالخيرُ,0
خلقت مُبَرَّأً من كل عيب كأنك قد خُلقْتَ كما تشاء.,التواصي بالخيرُ,0
خير الناس للناس خيرهم لنفسه.,التواصي بالخيرُ,0
خير الناس من فرح للناس بالخير.,التواصي بالخيرُ,0
خير صِلاتِ الكريم أَعْوَدُها.,التواصي بالخيرُ,0
ساقي القوم آخرهم شراباً.,التواصي بالخيرُ,0
سر النجاح على الدوام هو أن تسير إلى الأمام.,التواصي بالخيرُ,0
سيد القوم خادمهم.,التواصي بالخيرُ,0
شكرت جميل صنعكم بدمعي ودمع العين مقياس الشعور.,التواصي بالخيرُ,0
صلاح أمرك بالأخلاق مرجعه فَقَوِّم النفس بالأخلاق تستقم.,التواصي بالخيرُ,0
عامل الناس برأي رفيق والقِ من تلقى بوجه طليق.,التواصي بالخيرُ,0
عامل الناس بما تحب أن يعاملوك به.,التواصي بالخيرُ,0
فرط الأنس مكسبة لقرناء السوء.,التواصي بالخيرُ,0
فلان دُرَّةُ التاج وواسطة العقد.,التواصي بالخيرُ,0
في سعة الأخلاق كنوز الأرزاق.,التواصي بالخيرُ,0
قلب المؤمن دليله.,التواصي بالخيرُ,0
قليل في الجيب خير من كثير في الغيب.,التواصي بالخيرُ,0
كل امرئ بما يحسنه.,التواصي بالخيرُ,0
إن السؤال يُذِلُّ قوماً كذلك يعز قوم بالعطاء.,التواصي بالخيرُ,0
لا تشن وجه العفو بالتأنيب.,التواصي بالخيرُ,0
لا تكن حلواً فتؤكل ولا مراً فترمى.,التواصي بالخيرُ,0
لا تمازح الشريف فيحنق عليك ولا الدنيء فيتجرأ عليك.,التواصي بالخيرُ,0
لا تنه عن خلق وتأتي مثله عار عليك إذا فعلت عظيم.,التواصي بالخيرُ,0
لا خير فيمن لا يَأْلَفُ ولا يؤلف.,التواصي بالخيرُ,0
لكل مقام مقال ولكل زمان رجال.,التواصي بالخيرُ,0
للشدائد تُدَّخَرُ الرجال.,التواصي بالخيرُ,0
لو كان الكذب ينجي فالصدق أنجى.,التواصي بالخيرُ,0
ما كل من قال قولاً وفى.,التواصي بالخيرُ,0
مِن حسن إسلام المرء تَرْكُهُ ما لا يعنيه.,التواصي بالخيرُ,0
معاتبة الاخوان خير من فقدهم.,التواصي بالخيرُ,0
من تواضع لله رفعه.,التواصي بالخيرُ,0
من حسن خُلُقُه استراح وأراح.,التواصي بالخيرُ,0
مِن حسن خُلقُه وجب حقُّه.,التواصي بالخيرُ,0
مَن شابه أباه فما ظلم.,التواصي بالخيرُ,0
مَن شَبَّ على شيء شاب عليه.,التواصي بالخيرُ,0
من عرف نفسه عرف ربه.,التواصي بالخيرُ,0
من لم يقنع باليسير لم يكتفِ بالكثير.,التواصي بالخيرُ,0
نعم الثوب العافية إذا انسدل على الكفاف.,التواصي بالخيرُ,0
نعم العون على المروءة المال.,التواصي بالخيرُ,0
نعم المؤَدِّبُ الدهر.,التواصي بالخيرُ,0
نعم حاجب الشهوات غض البصر.,التواصي بالخيرُ,0
هذا الشبل من ذاك الأسد.,التواصي بالخيرُ,0
هي الأخلاق تنبت كالنبات إذا سقيت بماء المكرمات.,التواصي بالخيرُ,0
هيهات تكتم في الظلام مشاعل.,التواصي بالخيرُ,0
إنما الأمم الأخلاق ما بقيت فإنّ هم ذهبت أخلاقهم ذهبوا.,التواصي بالخيرُ,0
إني وإن كنت الأخير زمانه لآت بما لم تستطعه الأوائل.,التواصي بالخيرُ,0
أي الناس ليس به عيوب.,التواصي بالخيرُ,0
تأتي على قدر الكرام المكارم.,التواصي بالخيرُ,0
تعظم في عين الصغير صغارها وتصغر في عين العظيم العظائم.,التواصي بالخيرُ,0
مهما يكن عند أمرئ من خَليقَةٍ وإن خالها تَخْفَى على الناس تُعْلَمِ.,التواصي بالخيرُ,0
ليست الأخلاق أن تكون صالحا فحسب، بل أن تكون صالحاً لشيء ما.,التواصي بالخيرُ,0
إجتنب مصاحبة الكذاب فإن اضطررت إليه فلا تُصَدِّقْهُ.,التواصي بالخيرُ,0
إجهل الناس من كان على السلطان مدلاً وللإخوان مذلاً.,التواصي بالخيرُ,0
أحضر الناس جواباً من لم يغضب,التواصي بالخيرُ,0
الأخلاق نبتة جذورها في السماء، أما أزهارها وثمارها فتعطر الأرض.,التواصي بالخيرُ,0
أذل البخل .. أعناق الرجال.,التواصي بالخيرُ,0
التربية الخلقية أهم للإنسان من خبزه وثوبه.,التواصي بالخيرُ,0
أرى كل إنسان يرى عيب غيره ويعمى عن العيب الذي هو فيه.,التواصي بالخيرُ,0
تفسد المؤسسات حين لا تكون قاعدتها الأخلاق.,التواصي بالخيرُ,0
أعلمه الرماية كل يوم فلما أشتد ساعِدُهُ رماني.,التواصي بالخيرُ,0
ابدؤوا بإصلاح الأخلاق فإنها أول الطريق.,التواصي بالخيرُ,0
أغنى الأغنياء من لم يكن للبخل أسيراً.,التواصي بالخيرُ,0
إصحَب الناس بأي خلق شئت يصحبوك.,التواصي بالخيرُ,0
أقلّ الناس سروراً الحسود.,التواصي بالخيرُ,0
مَن ساء خلقه عَذَّبَ نفسه.,التواصي بالخيرُ,0
البخيل عظيم الرواق صغير الأخلاق.,التواصي بالخيرُ,0
إصحب الناس بمكارم الأخلاق، فإن الثواء بينهم قليل.,التواصي بالخيرُ,0
البخيل غناه فقر ومطبخه قفر.,التواصي بالخيرُ,0
الاتحاد ثمرة لشجرة ذات فروع وأوراق وجذوع وجذور، هي الأخلاق الفاضلة بمراتبها.,التواصي بالخيرُ,0
الحاسد يرى زوال نعمتك نعمة عليه,التواصي بالخيرُ,0
من مكارم الأخلاق: صدق اللسان، وصدق البأس، وإعطاء السائل، وحسن الخلق، والمكافأة بالصنائع، وصلة الرحم.,التواصي بالخيرُ,0
الحسد ثِقْلٌ لا يضعه حامله,التواصي بالخيرُ,0
العشرة السيئة تفسد الأخلاق الحسنة.,التواصي بالخيرُ,0
الحسد داء لا يبرأ منه.,التواصي بالخيرُ,0
يمكن للإنسان أن يدخل قلوب الآخرين دون أن ينطق بكلمه واحدة، إذ يكفيه سلوكه الناطق بالصفات الكريمة والأخلاق الحميدة.,التواصي بالخيرُ,0
الحسد والنفاق والكذب أثافي الذل.,التواصي بالخيرُ,0
الخاذل أخو القاتل.,التواصي بالخيرُ,0
الشرير لا يظن بالناس خيراً.,التواصي بالخيرُ,0
الشماتة بالمنكوب لؤم.,التواصي بالخيرُ,0
الطبع غلب التطبّع.,التواصي بالخيرُ,0
العديم من إحتاج من اللئيم.,التواصي بالخيرُ,0
الغضب صدأ العقل.,التواصي بالخيرُ,0
المزح يجلب الشر صغيراً والحرب كبيرة.,التواصي بالخيرُ,0
المكر حيلة من لا حيلة له.,التواصي بالخيرُ,0
إن الذليل من دل في سلطانه.,التواصي بالخيرُ,0
إن الشباب والفراغ والْجِدَة مفسدة للمرء أي مفسدة.,التواصي بالخيرُ,0
إن الغريق بكل حبل يعلق.,التواصي بالخيرُ,0
إن كنت كذوباً فكن ذكوراً.,التواصي بالخيرُ,0
إنك تضرب في حديد بارد.,التواصي بالخيرُ,0
أول الغضب جنون وآخره ندم.,التواصي بالخيرُ,0
إياك عني واسمعي يا جارة.,التواصي بالخيرُ,0
بئس الشعار الحسد.,التواصي بالخيرُ,0
بدن فاجر وقلب كافر.,التواصي بالخيرُ,0
بغاث الطير أكثرها فراخاً.,التواصي بالخيرُ,0
حاسد النعمة لا يرضيه إلّا زوالها.,التواصي بالخيرُ,0
حبل الكذب قصير.,التواصي بالخيرُ,0
خير الأصدقاء من ترك المزاح.,التواصي بالخيرُ,0
ذُلَّ من يغيظ الذليل بعيش.,التواصي بالخيرُ,0
ريح صيف وطارق طيف.,التواصي بالخيرُ,0
سائل البخيل محروم وماله مكتوم.,التواصي بالخيرُ,0
سكت دهراً ونطق كفراً.,التواصي بالخيرُ,0
شر الحديث الكذب.,التواصي بالخيرُ,0
شر السمك يكدر الماء.,التواصي بالخيرُ,0
شر الناس من لا يبالي أن يراه الناس مسيئاً.,التواصي بالخيرُ,0
قد ينبت الشوك وسط الزهور.,التواصي بالخيرُ,0
كثرة الضحك تذهب الهيبة.,التواصي بالخيرُ,0
كلام كالعسل ووغزٌ كالأسل.,التواصي بالخيرُ,0
لا تمدّن إلى المعالي يداً قصرت عن المعروف.,التواصي بالخيرُ,0
لا خير فيمن لا يدوم له أحد.,التواصي بالخيرُ,0
لا رأي لمن لا يطاع.,التواصي بالخيرُ,0
لا رأي لكذوب.,التواصي بالخيرُ,0
لا راحة لحسود.,التواصي بالخيرُ,0
لا في العير ولا في النفير.,التواصي بالخيرُ,0
لا مروءة لبخيل.,التواصي بالخيرُ,0
لا يثمر الشوك العنب.,التواصي بالخيرُ,0
لا يحمل الحقد من تعلو به الرتب.,التواصي بالخيرُ,0
لا يرضى عنك الحسود حتى تموت.,التواصي بالخيرُ,0
لا يشكر الناس من لا يشكر الله.,التواصي بالخيرُ,0
لله در الحسد ما أعدله بدأ بصاحبه فقتله.,التواصي بالخيرُ,0
ليس للحاسد إلا ما حسد.,التواصي بالخيرُ,0
من أطاع غضبه أضاع أدبه.,التواصي بالخيرُ,0
مَن أوقد نار الفتنة احترق بها.,التواصي بالخيرُ,0
مَن حسن من دونه فلا عذر له.,التواصي بالخيرُ,0
مَن ظهر غضبه قل كيده.,التواصي بالخيرُ,0
مَن فاته الأدب لم ينفعه الْحَسَبُ.,التواصي بالخيرُ,0
مَن فسدت بطانته كان كمن غص بالماء.,التواصي بالخيرُ,0
مَن لم يركب الأهوال لم ينل الآمال.,التواصي بالخيرُ,0
مَن ملك غضبه احترس من عدوه.,التواصي بالخيرُ,0
نفاق المرء من ذلّه.,التواصي بالخيرُ,0
بعض خلائق الأقوام داء كداء البطن ليس له دواء.,التواصي بالخيرُ,0
في الناس شر لو بدا ما تعاشروا ولكن كساه الله ثوب غطاء.,التواصي بالخيرُ,0
كم علمته نظم القوافي فلما قال قافية هجاني.,التواصي بالخيرُ,0
كنت أذم إليك الزمان فقد صرت فيك أذم الزمان.,التواصي بالخيرُ,0
ومن لا يتق الشَّتْمَ يُشْتَم.,التواصي بالخيرُ,0
يأكلون تمري وأُرمي بالنوى.,التواصي بالخيرُ,0
يكفيك من الحاسد أنه يَغْتَمُّ عند سرورك.,التواصي بالخيرُ,0
أجمل حكمة عن الصبر,التواصي بالخيرُ,0
أمثال عن الصبر,التواصي بالخيرُ,0
إذا أنت لم تشرب مراراً على القذى ظمئت وأي الناس تصفو مشاربه.,التواصي بالخيرُ,0
إذا كان الصبر مُرًّا فعاقبته حلوة.,التواصي بالخيرُ,0
اصبر تنل.,التواصي بالخيرُ,0
اصبر قليلاً فبعد العسر تيسير وكل أمر له وقت وتدبير.,التواصي بالخيرُ,0
اصبر لكل مُصِيبةٍ وتجلًّدِ واعلم بأن الدهر غير مُخَلَّدِ.,التواصي بالخيرُ,0
الأيام دول.,التواصي بالخيرُ,0
التأني من الرحمن والعجلة من الشيطان.,التواصي بالخيرُ,0
الجزع عند المصيبة مصيبة.,التواصي بالخيرُ,0
الرمد أهون من العمى.,التواصي بالخيرُ,0
الصبر صبران: صبر على ما تكره وصبر على ما تحب.,التواصي بالخيرُ,0
الصبر عند الصدمة الأولى.,التواصي بالخيرُ,0
الصبر مفتاح الفرج.,التواصي بالخيرُ,0
إن السماء تُرْجَى حين تحتجب.,التواصي بالخيرُ,0
إن الله يمهل ولا يهمل.,التواصي بالخيرُ,0
إن غداً لناظره قريب.,التواصي بالخيرُ,0
إن مع اليوم غداً يا مسعدة.,التواصي بالخيرُ,0
أنا الغريق فما خوفي من البلل.,التواصي بالخيرُ,0
بالتأني تُدْرَكُ الفُرَصُ.,التواصي بالخيرُ,0
دع الأيام تفعل ما تشاء وطب نفساً بما حكم القضاء.,التواصي بالخيرُ,0
دواء الدهر الصبر عليه.,التواصي بالخيرُ,0
شدة وتزول.,التواصي بالخيرُ,0
صبرك عن محارم الله أيسر من صبرك على عذاب الله.,التواصي بالخيرُ,0
صبري على نفسي ولا صبر الناس عليّ.,التواصي بالخيرُ,0
عش رجبا ترى عجباً.,التواصي بالخيرُ,0
في التأني السلامة وفي العجلة الندامة.,التواصي بالخيرُ,0
قد يدرك المتأني بعض حاجته وقد يكون مع المستعجل الزلل.,التواصي بالخيرُ,0
كل متوقع آت.,التواصي بالخيرُ,0
كل هم إلى فرج.,التواصي بالخيرُ,0
لا يبقى شيء على حال.,التواصي بالخيرُ,0
لا يضيع حق وراءه مطالب.,التواصي بالخيرُ,0
لست أول من غرّه السراب.,التواصي بالخيرُ,0
لكل جَوَادٍ كَبْوَةٌ.,التواصي بالخيرُ,0
مصائب قوم عند قوم فوائد.,التواصي بالخيرُ,0
من تأني أدرك ما تمنى.,التواصي بالخيرُ,0
من رأى مصائب غيره هانت مصائبه.,التواصي بالخيرُ,0
من صبر ظفر.,التواصي بالخيرُ,0
من لم يصبر على كلمة سمع كلمات.,التواصي بالخيرُ,0
وأفضل أخلاق الرجال التَّصَبُّرُ.,التواصي بالخيرُ,0
وعاقبة الصبر الجميل جميلة.,التواصي بالخيرُ,0
يمشي رويداً ويكون أولاً.,التواصي بالخيرُ,0
صبري على نفسي ولا صبر الناس عليّ.,التواصي بالخيرُ,0
الصبر مفتاح الفرج.,التواصي بالخيرُ,0
بالصبر نتفكر في تدابير الله تعالى ونراجع أنفسنا.,التواصي بالخيرُ,0
من صبر على المحنة و رضي بتدبير الله سبحانه، كشف له عن منفعتها.,التواصي بالخيرُ,0
الوهم نصف الداء، والاطمئنان نصف الدواء، والصبر أول خطوات الشفاء.  (ابن سينا),التواصي بالخيرُ,0
إذا كان هناك سمة تميز الكبار عن الصغار، فهي القدرة على الصبر.,التواصي بالخيرُ,0
ثمرة النجاح تأتي من الصبر الطويل.,التواصي بالخيرُ,0
تبلغ مرتبة النضج عند اكتسابك القدرة على الصبر.,التواصي بالخيرُ,0
ينبغي أن تؤمن بأن كل فرد تقابله هو معلم للصبر. (إبراهيم الفقي),التواصي بالخيرُ,0
كما أن الصبر شجرة جذورها مرة و ثِمارها شهية.,التواصي بالخيرُ,0
حلاوة الظفر تمحو مرارة الصبر.,التواصي بالخيرُ,0
كما أن صَبْراً جميلاً على ما نابَ من حَدَثٍ، والصبر ينفع أحياناً إِذا صبروا.,التواصي بالخيرُ,0
الصبر...عند المصيبة.. يسمّى ايماناً.,التواصي بالخيرُ,0
الصبر.. عند الاكل.. يسمّى قناعة..,التواصي بالخيرُ,0
الصبر.. عند حفظ السر.. يسمّى كتماناً..,التواصي بالخيرُ,0
الصبر.. من اجل الصداقة.. يسمّى وفاء,التواصي بالخيرُ,0
أقوال وحكم عن التفاؤل,التفاؤلُ,0
عبارات جميلة عن التفاؤل,التفاؤلُ,0
إذا نظرت بعين التفاؤل إلى الوجود، لرأيت الجمال شائعاً في كل ذراته.,التفاؤلُ,0
التفاؤل يمنحك هدوء الأعصاب في أحرج الأوقات.,التفاؤلُ,0
لولا تحدياتي لما تعلمت.. لولا تعاستي لما سعدت، لولا آلمي لما إرتحت.. لولا مرضي لما شفيت، لولا فقري لما إتغنيت.. لولا فشلي لما نجحت.,التفاؤلُ,0
رب ضارة نافعة.,التفاؤلُ,0
اتألم من الوضع الحالي في بعض البلاد نعم ! ولكن نظرتي المستقبلية هي نظرة تفاؤل لمستقبل أفضل إن شاء الله ولا يولد الجنين دون ألم.,التفاؤلُ,0
قلب لا يبالي يعيش طويلاً.,التفاؤلُ,0
المتفائل هو من ينظر إلى عينيك والمتشائم هو من ينظر إلى قدميك.,التفاؤلُ,0
أعلل النفس بالآمال أرقبها... ما أضيق العيش لولا فسحة الأمل.,التفاؤلُ,0
الثقة بالنفس والتفاؤل بالخير معديان، ويا لنعم العدوى.,التفاؤلُ,0
قم بواجبك وأكثر قليلاً وسيأتي المستقبل من تلقاء نفسه.,التفاؤلُ,0
وثِقتي بنفسي هيَ في نهاية الأمرِ ثقة بالإنسَان وبمقدرتهِ على تجاوز ذاته وعلى الإصلاح والتحوُّل وعلى معرفة حدودِه، فهيَ ثقة لا ينتُج عنها غرور وخُيلاء وإنّما اعتزاز بالإنسان ومقدراته.,التفاؤلُ,0
احتفظ بابتسامة جذابة على وجهك، حتى إذا لم تكن شعر أنك تريد أن تبتسم فتظاهر بالابتسامة حيث إن العقل الباطن لا يستطيع أن يفرق بين الشيء الحقيقي والشيء غير الحقيقي، وعلى ذلك فمن الأفضل أن تقرر أن تبتسم باستمرار.,التفاؤلُ,0
التفاؤل فن تصنعه النفوس الواثقة بفرج الله.,التفاؤلُ,0
الحياة بدون حب وتفاؤل لا تعتبر حياة.,التفاؤلُ,0
انشروا روح الأمل والتفاؤل بين الناس وعيشوا في الآيات القرآنية والأحاديث النبوية التي تطمئن قلوبكم، وتبشركم بمستقبل واعد لهذه الأمة وإياكم والإحباط؛ فإن المحبَطين لا يُغيِّرون، واليائسين لا ينتصرون.,التفاؤلُ,0
التفاؤل هو الإيمان الذي يؤدي إلى الإنجاز، لا شيء يمكن أن يتم دون الأمل والثقة.,التفاؤلُ,0
الثقة بالله أزكى أمل، والتوكل عليه أوفى عمل.,التفاؤلُ,0
لا تبك إذا ذهبت الشمس، فدموعك ستحجب عنك رؤية النجوم.,التفاؤلُ,0
بدل ان تلعن الظلام، أوقد شمعة.,التفاؤلُ,0
